replay id,replay title,map,date,result,team name,opposing team name,score,goals,assists,saves,shots,shots conceded,goals conceded,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,total distance,time slow speed,time boost speed,time supersonic speed,time on ground,time low in air,time high in air,time powerslide,count powerslide,time in front of ball,time behind ball,time in front of ball,time defensive half,time offensive half,time defensive third,time neutral third,time offensive third,demos inflicted,demos taken
d54de623-624b-4caf-a9ba-e808677ab35e,2021-01-06.23.09 Ty Private Win,DFH Stadium (Day),2021-01-06 23:09:01,loss,RIHANNAS TOILET,LITTY KITTIES,640,1,1,2,8,5,2,12.5,859,140.76,4825,3326,1499,41,130,646,308,338,4,30,141.89,100.26,695,793,91,1249693,641.56,331.14,54.77,719.33,294.9,13.25,22.96,183,237.61,789.86,237.61,737.13,290.35,599.89,265.33,162.26,0,0
d54de623-624b-4caf-a9ba-e808677ab35e,2021-01-06.23.09 Ty Private Win,DFH Stadium (Day),2021-01-06 23:09:01,win,LITTY KITTIES,RIHANNAS TOILET,990,2,0,7,5,8,1,40,804,181.59,4588,3277,1311,40,124,864,503,361,7,35,66.69,202.64,519,656,97,1236903,668.12,279.36,80.11,701.76,308.6,17.22,24.48,199,219.57,808.02,219.57,711.34,316.24,543.81,299.04,184.72,0,0
2358e430-32cf-4aa3-bbfd-52089865280f,2021-01-15.21.46 Davar Boost Private Win,Salty Shores (Night),2021-01-15 21:46:18,win,BANG BROS,BIGBOOSTERBRAND,1096,3,1,4,4,6,2,75,815,156.84,5770,4007,1763,50,158,1002,572,430,7,39,121.88,171.4,805,1001,126,1653328,737.41,441.57,109.18,829.45,435.56,23.15,19.98,114,373.12,915.04,373.12,910.25,377.91,705.35,368.37,214.43,3,3
2358e430-32cf-4aa3-bbfd-52089865280f,2021-01-15.21.46 Davar Boost Private Win,Salty Shores (Night),2021-01-15 21:46:18,loss,BIGBOOSTERBRAND,BANG BROS,741,2,0,1,6,4,3,33.33,994,147.15,6822,4624,2198,61,187,1192,629,563,8,49,139.11,126.6,643,1507,180,1693217,687.01,501.15,103.5,826.63,432.54,32.51,17.31,148,353.53,938.13,353.53,822,469.67,605.86,412.98,272.82,3,3
237ba75e-4615-4e88-8848-6945f473ee87,2021-01-19.21.00 Player Private Loss,Mannfield (Stormy),2021-01-19 21:00:25,loss,AERIAL AIRHEADS,BRONZEBACK,612,0,0,3,4,6,2,0,703,153.08,3871,2592,1279,32,106,430,197,233,3,20,66.94,131.35,479,634,108,1173995,597.63,311.88,55.29,666.49,286.24,12.06,17.32,79,226.94,737.87,226.94,695.33,269.48,540.8,268.98,155.01,0,2
237ba75e-4615-4e88-8848-6945f473ee87,2021-01-19.21.00 Player Private Loss,Mannfield (Stormy),2021-01-19 21:00:25,win,BRONZEBACK,AERIAL AIRHEADS,746,2,0,1,6,4,0,33.33,847,169.52,4691,3263,1428,44,127,744,393,351,6,31,104.13,117.49,587,1147,184,1290365,555.38,340.61,76.21,640.36,303.05,28.8,19.36,111,233.04,739.17,233.04,625.43,346.8,483.59,286.75,201.87,2,0
fa7e6fc4-b985-478b-9b2f-2409722f92ef,2020-12-15.21.26 ttvkevinpeta6 Private Loss,Farmstead (Night),2020-12-15 21:26:34,loss,AERIAL AIRHEADS,RIHANNAS TOILET,574,1,1,0,5,5,2,20,725,140.28,4092,2555,1537,28,125,1029,634,395,7,36,150.2,64.6,500,300,77,1264657,599.53,334.57,65.52,698.91,278.78,21.91,12.91,66,277.63,721.99,277.63,652.69,346.93,471.22,327.14,201.26,2,0
fa7e6fc4-b985-478b-9b2f-2409722f92ef,2020-12-15.21.26 ttvkevinpeta6 Private Loss,Farmstead (Night),2020-12-15 21:26:34,win,RIHANNAS TOILET,AERIAL AIRHEADS,882,2,2,3,5,5,1,40,862,131.29,4665,3515,1150,42,99,832,540,292,7,26,103.18,117.45,560,697,158,1161669,631.29,308.19,56.53,695.26,290.82,9.91,23.57,146,213.87,782.11,213.87,729.69,266.31,613.9,222.22,159.88,0,2
92e708f2-b301-4ceb-bddf-d2a832d37b64,2020-12-17.20.04 The Pontiac Bandit Private Loss,Utopia Coliseum,2020-12-17 20:04:36,loss,RIHANNAS TOILET,CROSSBAR KINGS,446,0,0,3,5,6,2,0,936,129.16,4903,3602,1301,41,114,761,568,193,6,17,149.65,133.56,570,522,31,1198537,566.88,320.98,64.59,660.48,282.54,9.43,25.66,186,224.09,728.37,224.09,740.07,212.38,599.5,235.55,117.39,0,6
92e708f2-b301-4ceb-bddf-d2a832d37b64,2020-12-17.20.04 The Pontiac Bandit Private Loss,Utopia Coliseum,2020-12-17 20:04:36,win,CROSSBAR KINGS,RIHANNAS TOILET,984,2,2,4,6,5,0,33.33,868,162.59,4568,3146,1422,42,130,922,510,412,7,40,64.65,120.66,943,1007,194,1315082,529.91,359.66,85.18,649.27,315.09,10.39,19.27,136,254.29,720.46,254.29,604.27,370.4,442.94,309.28,222.52,6,0
3d558905-bacc-413a-83d3-82a712735e4a,2021-01-04.22.32 Player Private Win,Rivals Arena,2021-01-04 22:32:04,win,BIGBOOSTERBRAND,RIHANNAS TOILET,923,2,2,4,14,5,1,14.29,810,151.31,4519,2919,1600,38,139,842,386,456,4,40,78.8,112.93,454,897,19,1206342,605.31,343.49,46.08,664.29,311.45,19.15,13.57,109,243.49,751.4,243.49,664.95,329.94,499.58,293.75,201.56,1,3
3d558905-bacc-413a-83d3-82a712735e4a,2021-01-04.22.32 Player Private Win,Rivals Arena,2021-01-04 22:32:04,loss,RIHANNAS TOILET,BIGBOOSTERBRAND,871,1,0,7,5,14,2,20,803,149.78,4560,3237,1323,42,116,560,293,267,4,23,159.94,116.05,719,1008,112,1161936,638.12,319.12,41.13,710.49,280.12,7.76,22.75,151,217.15,781.22,217.15,762.11,236.27,621.95,257.24,119.17,3,1
454358e9-bf3c-47c4-a35d-b1971997c7e6,2021-01-07.19.11 David Private Win,Rivals Arena,2021-01-07 19:11:03,loss,BOOSTIALITY,LITTY KITTIES,748,0,0,6,3,10,3,0,695,168.84,3904,2599,1305,34,112,745,480,265,7,19,45.28,170.85,443,838,217,1105941,706.12,243.86,52.44,696.08,288.75,17.6,26.97,153,215.26,787.16,215.26,798.66,203.76,681.33,197.05,124.06,0,0
454358e9-bf3c-47c4-a35d-b1971997c7e6,2021-01-07.19.11 David Private Win,Rivals Arena,2021-01-07 19:11:03,win,LITTY KITTIES,BOOSTIALITY,1007,3,2,2,10,3,0,30,797,164.58,4739,3138,1601,40,142,1178,832,346,11,30,41.86,142.06,614,894,272,1234051,629.42,299.02,74.96,729.9,263.38,10.12,23.53,186,171.41,832,171.41,687.97,315.42,532.08,282.01,189.31,0,0
48922e84-b4a5-4aee-94c5-f21cd768f682,2021-01-08.20.41 Player Private Win,Beckwith Park,2021-01-08 20:41:17,loss,AERIAL AIRHEADS,BANG BROS,639,0,0,3,1,3,1,0,727,141.26,3679,2518,1161,32,103,746,522,224,7,19,95.46,125.88,357,724,180,1102490,643.47,266,39.39,689.44,243.71,15.71,26.95,96,232.78,716.08,232.78,717.65,231.14,580.4,250.93,117.53,1,3
48922e84-b4a5-4aee-94c5-f21cd768f682,2021-01-08.20.41 Player Private Win,Beckwith Park,2021-01-08 20:41:17,win,BANG BROS,AERIAL AIRHEADS,589,1,0,1,3,1,0,33.33,768,141.52,4034,2751,1283,36,112,635,338,297,5,27,98.97,138.96,665,882,164,1228966,564.31,307.52,83.3,630.75,306.87,17.52,15.73,105,206.97,748.15,206.97,650.99,304.14,520.08,249.86,185.18,3,1
8cc29a91-ec63-4be9-b565-db00d5df79d7,2021-02-10.19.18 David Private Win,Neo Tokyo (Standard),2021-02-10 19:18:53,loss,RIHANNAS TOILET,BANG BROS,652,1,0,3,5,6,3,20,906,166.23,5021,3685,1336,46,112,1060,831,229,9,20,72.94,147.98,453,955,67,1168066,635.3,317.28,64.85,697.15,312.26,8.02,15.74,119,248.4,769.03,248.4,729.4,288.04,610.47,258.28,148.68,1,2
8cc29a91-ec63-4be9-b565-db00d5df79d7,2021-02-10.19.18 David Private Win,Neo Tokyo (Standard),2021-02-10 19:18:53,win,BANG BROS,RIHANNAS TOILET,850,3,0,3,6,5,1,50,856,146.05,4556,2943,1613,36,138,834,504,330,6,28,79.88,99.68,756,567,82,1287179,572.88,354.71,92.66,712.54,278.52,29.21,14.47,94,263.83,756.43,263.83,707.83,312.43,505.7,329.59,184.96,2,1
6c366a10-dce9-4dcd-a225-1416a0c378eb,6c366a10-dce9-4dcd-a225-1416a0c378eb,Champions Field (Day),2020-12-08 21:01:04,loss,SMUT DADDIES,GOALSNEXTDOOR,635,0,0,5,2,9,2,0,801,179.99,4454,3045,1409,39,127,1245,807,438,10,42,85.12,143.17,455,939,217,1276667,529.46,365.94,73.35,636.76,315.41,16.59,20.73,136,268.09,700.66,268.09,626.95,341.8,456.18,303.64,208.93,1,0
6c366a10-dce9-4dcd-a225-1416a0c378eb,6c366a10-dce9-4dcd-a225-1416a0c378eb,Champions Field (Day),2020-12-08 21:01:04,win,GOALSNEXTDOOR,SMUT DADDIES,754,2,0,2,9,2,0,22.22,790,170.68,4371,3199,1172,41,105,975,649,326,8,29,63.03,174.33,356,941,151,1186141,626.04,277.06,64.93,659.06,289.56,19.41,18.62,88,250.09,717.94,250.09,683.41,284.61,518.57,281.79,167.67,0,1
71e1ba74-9a96-48b5-b97c-b88c002423ff,2020-12-20.22.10 Ty Private Loss,Utopia Coliseum,2020-12-20 22:10:00,loss,LITTY KITTIES,WHAT A PLAY,524,1,0,1,4,4,2,25,696,155.69,3985,2535,1450,32,129,895,567,328,6,30,49.66,156.35,419,597,31,1195138,651.02,277.92,75.88,735.88,259.81,9.13,21.61,112,241.27,763.54,241.27,758.59,246.23,619.57,244.34,140.89,1,2
71e1ba74-9a96-48b5-b97c-b88c002423ff,2020-12-20.22.10 Ty Private Loss,Utopia Coliseum,2020-12-20 22:10:00,win,WHAT A PLAY,LITTY KITTIES,612,2,0,1,4,4,1,50,892,154.91,5010,3734,1276,49,105,1096,715,381,9,33,136.43,149.34,930,1112,188,1295852,569.48,359.89,78.57,671.15,313.76,23.03,10.93,64,240.46,767.48,240.46,631.26,376.66,474.85,307.61,225.47,2,1
0b27a66f-e7f5-49cb-9214-fc11f095117e,2020-12-16.20.47 RisingStocks Private Loss,DFH Stadium (Day),2020-12-16 20:47:02,win,BANG BROS,GOALSNEXTDOOR,778,2,0,2,6,3,1,33.33,908,163.28,6323,4099,2224,58,190,1199,623,576,9,49,106.12,155.17,1172,1747,281,1717008,655.92,472.61,133.17,848.43,392.2,21.06,15.26,94,292.56,969.13,292.56,862.92,398.77,676.6,338.69,246.41,5,2
0b27a66f-e7f5-49cb-9214-fc11f095117e,2020-12-16.20.47 RisingStocks Private Loss,DFH Stadium (Day),2020-12-16 20:47:02,loss,GOALSNEXTDOOR,BANG BROS,652,1,0,3,3,6,2,33.33,721,170.42,5057,3256,1801,45,162,867,413,454,6,43,84.6,222.03,489,1332,214,1548086,814.92,381.52,60.09,876.09,354.16,26.28,28.3,155,357.41,899.11,357.41,860.23,396.3,618.91,423.26,214.37,2,5
b8963808-dc7a-4142-a9c7-506cf9a43c62,2020-12-21.21.31 The Pontiac Bandit Private Win,Mannfield,2020-12-21 21:31:34,win,GOALDEN SHOWERS,AERIAL AIRHEADS,732,3,1,0,6,2,2,50,923,151.31,5694,3854,1840,49,162,1527,886,641,11,55,113.41,110.59,670,1081,216,1361947,625.58,356.85,92.49,735.82,320.55,18.56,23.35,122,259.99,814.94,259.99,641.37,433.56,471.52,353.38,250.03,1,0
b8963808-dc7a-4142-a9c7-506cf9a43c62,2020-12-21.21.31 The Pontiac Bandit Private Win,Mannfield,2020-12-21 21:31:34,loss,AERIAL AIRHEADS,GOALDEN SHOWERS,632,2,0,2,2,6,3,100,670,126.03,3693,2454,1239,31,109,518,382,136,5,13,164.8,82.21,365,666,124,1195522,735.84,282.21,54.08,747.01,303.26,21.86,17.55,67,273.73,798.41,273.73,852.44,219.69,709.17,246.53,116.43,0,1
76b490ea-28ab-4d55-9b1a-e7f65828a31a,2021-01-01.20.49 Player Private Loss,Aquadome,2021-01-01 20:49:05,loss,SMUT DADDIES,BOOM SQUAD,903,2,1,5,4,9,5,50,858,153.29,5448,3966,1482,52,133,1041,677,364,9,32,72.73,177.88,838,1299,229,1359066,639.94,370.39,95.44,763.76,316.26,25.74,19.41,132,302.91,802.85,302.91,809.28,296.48,637.35,314.21,154.21,0,1
76b490ea-28ab-4d55-9b1a-e7f65828a31a,2021-01-01.20.49 Player Private Loss,Aquadome,2021-01-01 20:49:05,win,BOOM SQUAD,SMUT DADDIES,1027,5,1,1,9,4,2,55.56,813,147.77,4907,3284,1623,41,139,1028,724,304,8,28,99.66,152.93,546,872,74,1384147,653.02,378.63,77.51,770.38,320.03,18.74,19.04,97,229.23,879.93,229.23,767.75,341.41,581,336.21,191.94,1,0
7bda683b-f90f-499e-88e3-ef93bd7f094a,2021-01-05.20.59 David Private Win,Aquadome,2021-01-05 20:59:37,win,BANG BROS,MOTION W LOTION,762,2,0,3,10,4,0,20,752,147.55,3939,2331,1608,33,138,701,396,305,6,27,86.89,119.45,666,855,136,1206570,583.02,330.94,59.04,692.23,268.81,11.95,11.99,66,184.31,788.69,184.31,719.53,253.48,586.2,248.17,138.64,2,1
7bda683b-f90f-499e-88e3-ef93bd7f094a,2021-01-05.20.59 David Private Win,Aquadome,2021-01-05 20:59:37,loss,MOTION W LOTION,BANG BROS,773,0,0,7,4,10,2,0,903,167.69,5132,3924,1208,50,99,754,476,278,6,24,91.07,102.85,723,1085,122,1302169,535.45,367.24,69.99,639.3,315.12,18.28,19.02,125,271.55,701.14,271.55,657.6,315.08,476.53,328.34,167.81,1,2
bc4718c1-e5c1-48b1-b548-b166cb0f1a50,2021-01-06.21.11 Player Private Loss,Champions Field (Day),2021-01-06 21:11:05,win,MOTION W LOTION,BOOSTIALITY,748,3,0,1,6,3,1,50,858,163.19,4761,3351,1410,41,118,528,342,186,4,18,86.23,96.28,401,694,61,1289992,575.9,395.23,50.64,705.17,310.24,6.35,19.95,139,219.96,801.81,219.96,808.5,213.26,647.73,265.72,108.31,0,1
bc4718c1-e5c1-48b1-b548-b166cb0f1a50,2021-01-06.21.11 Player Private Loss,Champions Field (Day),2021-01-06 21:11:05,loss,BOOSTIALITY,MOTION W LOTION,628,1,1,3,3,6,3,33.33,686,146.69,3771,2433,1338,32,118,902,510,392,6,34,95.28,129.94,507,803,93,1150440,679.51,285.35,57.35,718.21,288.41,15.61,24.52,163,238.33,783.87,238.33,706.23,315.98,539.65,286.39,196.17,1,0
b052f7d2-fab5-47b4-8d5a-805e44ed964f,2021-01-21.21.25 RisingStocks Private Win,Utopia Coliseum (Dusk),2021-01-21 21:25:45,win,GOALDEN SHOWERS,LITTY KITTIES,1245,5,1,2,9,5,2,55.56,866,136.4,5309,3316,1993,42,167,1025,527,498,6,43,79.99,96.06,497,907,71,1341658,640.54,376.3,86.58,752.37,338.43,12.63,24,115,236.35,867.07,236.35,797.26,306.16,633.64,286.23,183.55,1,2
b052f7d2-fab5-47b4-8d5a-805e44ed964f,2021-01-21.21.25 RisingStocks Private Win,Utopia Coliseum (Dusk),2021-01-21 21:25:45,loss,LITTY KITTIES,GOALDEN SHOWERS,799,2,0,4,5,9,5,40,836,161.66,5288,3901,1387,45,124,526,238,288,3,25,82.67,172.88,784,679,60,1323366,680.14,337.65,90.77,742.22,333.15,33.19,20.34,176,265.52,843.05,265.52,826.6,281.97,651.56,311.2,145.8,2,1
4882e989-5840-4799-accf-3637be809a35,4882e989-5840-4799-accf-3637be809a35,Champions Field (Day),2020-12-08 20:12:30,loss,RIHANNAS TOILET,BOOSTIALITY,510,1,0,1,9,4,2,11.11,976,162.92,5293,3892,1401,46,123,812,508,304,7,28,108.49,157.63,1241,736,193,1252992,569.9,344.09,84.08,683.3,303.38,11.39,23.17,141,225.44,772.63,225.44,717.45,280.64,576.92,266.44,154.71,1,0
4882e989-5840-4799-accf-3637be809a35,4882e989-5840-4799-accf-3637be809a35,Champions Field (Day),2020-12-08 20:12:30,win,BOOSTIALITY,RIHANNAS TOILET,957,2,1,6,4,9,1,50,830,151.58,4558,2984,1574,38,139,855,439,416,5,37,80.14,146.47,695,860,60,1227812,651.22,289.2,59.3,744.32,243.74,11.64,23.73,153,244,755.7,244,704.29,295.43,515.77,337.1,146.85,0,1
a3d21c1e-5300-4232-9d11-dc324da8ba55,2020-12-11.21.35 RisingStocks Private Loss,,2020-12-11 21:35:22,loss,AERIAL AIRHEADS,BIGBOOSTERBRAND,408,0,0,1,2,4,3,0,759,164.41,4504,2958,1546,34,139,793,461,332,5,30,66.23,155.99,471,499,48,1249428,668.24,324.19,50.29,764.61,264.91,13.18,16.56,74,278.1,764.61,278.1,736.32,306.4,575.93,286.77,180,2,2
a3d21c1e-5300-4232-9d11-dc324da8ba55,2020-12-11.21.35 RisingStocks Private Loss,,2020-12-11 21:35:22,win,BIGBOOSTERBRAND,AERIAL AIRHEADS,752,3,0,1,4,2,0,75,819,158.39,4784,3228,1556,44,140,1455,919,536,11,46,82.28,143.35,394,1265,194,1312832,621.28,372.28,51.28,722.72,296.02,26.1,14.54,119,241.56,803.27,241.56,690.82,354.02,523.91,309.91,211.02,2,2
5fe0d65b-0f44-43c5-9c28-6a8ddd1f5816,2021-01-27.21.01 David Private Loss,Neo Tokyo (Standard),2021-01-27 21:01:16,loss,SMUT DADDIES,BRONZEBACK,859,2,2,4,4,10,3,50,812,166.82,4897,3607,1290,49,116,612,284,328,4,28,70.23,165.74,804,1293,113,1286602,606.9,343.34,92.84,727.98,299.73,15.38,21.73,131,266.69,776.38,266.69,787.33,255.74,649.79,256.6,136.69,3,3
5fe0d65b-0f44-43c5-9c28-6a8ddd1f5816,2021-01-27.21.01 David Private Loss,Neo Tokyo (Standard),2021-01-27 21:01:16,win,BRONZEBACK,SMUT DADDIES,956,3,1,2,10,4,2,30,965,139.3,5403,3793,1610,48,139,1111,600,511,8,43,135.94,74.85,627,939,200,1370798,582.77,364.57,101.16,686.26,330.11,32.12,16.48,123,251.2,797.3,251.2,637.81,410.67,486.33,317.53,244.62,3,3
4c95dacb-34d1-4a82-baa6-2d6629520e39,2021-01-27.21.40 David Private Loss,Champions Field,2021-01-27 21:40:41,loss,AERIAL AIRHEADS,CROSSBAR KINGS,972,0,0,7,2,10,1,0,640,148.94,4587,3059,1528,39,131,572,341,231,4,20,82.71,153.24,369,827,58,1524331,848.16,367.16,62.3,877.9,378.95,20.77,23.8,109,283.26,994.35,283.26,1042.76,234.85,880.43,271.4,125.78,1,10
4c95dacb-34d1-4a82-baa6-2d6629520e39,2021-01-27.21.40 David Private Loss,Champions Field,2021-01-27 21:40:41,win,CROSSBAR KINGS,AERIAL AIRHEADS,787,1,0,1,10,2,0,10,997,163.2,7084,4887,2197,63,202,1591,846,745,11,68,87.69,165.39,1097,1416,264,1795837,682.18,504.27,116.39,903.28,379.32,20.24,27,258,322.88,979.96,322.88,755.87,546.98,554.58,407.46,340.8,10,1
a76b59a1-7e8b-45ba-854a-43c614efbb80,2020-12-20.21.36 Robzo Boost Private Win,Neo Tokyo (Standard),2020-12-20 21:36:00,win,BIGBOOSTERBRAND,WHAT A PLAY,1277,5,4,1,12,4,1,41.67,868,143.43,4951,3303,1648,45,143,1027,571,456,8,38,130.4,121.56,341,1057,227,1375847,621.5,417.97,51.75,707.47,354.76,29.01,15.76,120,247.8,843.43,247.8,713.07,378.16,528.9,337.07,225.26,0,0
a76b59a1-7e8b-45ba-854a-43c614efbb80,2020-12-20.21.36 Robzo Boost Private Win,Neo Tokyo (Standard),2020-12-20 21:36:00,loss,WHAT A PLAY,BIGBOOSTERBRAND,745,1,1,4,4,12,5,25,854,140.6,5146,3509,1637,42,143,958,672,286,7,26,202.27,121.62,656,712,31,1416517,581.63,426.22,83.24,741.16,332.99,16.94,9.5,67,337.13,753.96,337.13,798.71,292.38,607.85,320.92,162.32,0,0
57b925f7-0c03-43c9-9750-cef61aa2592c,2021-01-04.21.03 Player Private Loss,Aquadome,2021-01-04 21:03:49,loss,TOXIC BROMANCE,MOTION W LOTION,1106,2,1,6,5,13,3,40,852,171.07,6829,4991,1838,65,155,1105,465,640,7,53,134.75,325.18,807,1615,250,1794579,842.31,480.72,93.53,939.51,455.47,21.59,30.98,156,327.37,1089.21,327.37,925.74,490.82,692.84,433.92,289.79,4,1
57b925f7-0c03-43c9-9750-cef61aa2592c,2021-01-04.21.03 Player Private Loss,Aquadome,2021-01-04 21:03:49,win,MOTION W LOTION,TOXIC BROMANCE,1188,3,3,2,13,5,2,23.08,821,158.91,6354,4493,1861,54,148,767,292,475,4,30,135.5,146.81,817,974,106,1800042,795.33,525.94,86.29,928.83,469.61,9.12,29.91,198,364.54,1043.03,364.54,1073.89,333.66,898.79,307.86,200.9,1,4
6ae0e436-0f83-4164-8ace-cefad054c2e8,2021-01-07.19.17 David Private Loss,Rivals Arena,2021-01-07 19:17:45,win,BOOSTIALITY,LITTY KITTIES,744,2,0,3,8,3,0,25,745,180.74,4202,2984,1218,39,109,865,549,316,7,28,37.13,144.01,599,954,159,1138403,638.51,283.38,51.1,693.09,251,28.9,24.86,151,184.45,788.54,184.45,717.63,255.36,568.59,263.99,140.41,1,1
6ae0e436-0f83-4164-8ace-cefad054c2e8,2021-01-07.19.17 David Private Loss,Rivals Arena,2021-01-07 19:17:45,loss,LITTY KITTIES,BOOSTIALITY,522,0,0,4,3,8,2,0,794,159.63,4074,2723,1351,34,116,950,706,244,8,21,67.68,124.23,529,733,97,1218133,592.08,312.91,67.97,677.58,266.89,28.51,20.19,182,216.68,756.31,216.68,717.52,255.45,572.63,264.35,135.99,1,1
7cc58ce1-7f20-441f-b018-64a61362569e,2021-01-07.21.54 David Private Win,Farmstead,2021-01-07 21:54:33,loss,BIGBOOSTERBRAND,GOALDEN SHOWERS,807,2,1,4,6,10,6,33.33,845,143.12,5146,3631,1515,43,133,905,517,388,6,35,150.78,87.34,395,718,90,1329340,724.82,359.09,50.2,740.03,364.69,29.38,13.18,114,307.87,826.24,307.87,810.83,323.28,632.71,315.1,186.3,0,1
7cc58ce1-7f20-441f-b018-64a61362569e,2021-01-07.21.54 David Private Win,Farmstead,2021-01-07 21:54:33,win,GOALDEN SHOWERS,BIGBOOSTERBRAND,1333,6,3,2,10,6,2,60,911,125.56,5290,3372,1918,40,165,1134,708,426,8,37,138.17,69.08,461,597,91,1330510,736.54,320.07,79.86,783.18,329.95,23.32,24.8,113,248.94,887.53,248.94,777.93,358.54,599.7,312.54,224.24,1,0
9f504a36-39b1-439d-a686-ff122f74ffcd,2021-01-14.21.55 RisingStocks Private Win,Mannfield,2021-01-14 21:55:54,win,AERIAL AIRHEADS,GOALSNEXTDOOR,949,3,1,5,3,5,0,100,645,153.22,3695,2265,1430,29,122,793,412,381,5,28,101.58,123.6,242,652,112,1200028,645.87,327.17,40.33,689.66,312.99,10.72,19.36,77,202.85,810.52,202.85,739.89,273.49,595.45,268.82,149.1,1,0
9f504a36-39b1-439d-a686-ff122f74ffcd,2021-01-14.21.55 RisingStocks Private Win,Mannfield,2021-01-14 21:55:54,loss,GOALSNEXTDOOR,AERIAL AIRHEADS,394,0,0,1,5,3,3,0,813,174.91,4531,3374,1157,45,104,1480,1093,387,16,35,41.24,195.21,394,1123,482,1310048,581.81,356.07,69.61,664.49,319.52,23.48,16.57,114,295.89,711.59,295.89,628.75,378.74,472.74,292.62,242.15,0,1
fe19e82f-b872-432d-8eff-6e80a4e32857,2021-01-15.19.36 Player Private Loss,Wasteland (Standard),2021-01-15 19:36:16,loss,AERIAL AIRHEADS,BOOSTIALITY,1073,1,1,9,1,13,2,100,672,158.27,3720,2637,1083,36,98,537,404,133,6,13,79.98,109.52,259,993,205,1156670,692.57,268.13,49.13,686.1,301.52,22.2,23.48,95,268.65,741.15,268.65,826.12,183.69,706.41,217.25,86.16,0,1
fe19e82f-b872-432d-8eff-6e80a4e32857,2021-01-15.19.36 Player Private Loss,Wasteland (Standard),2021-01-15 19:36:16,win,BOOSTIALITY,AERIAL AIRHEADS,652,2,0,0,13,1,1,15.38,917,145.14,5014,3328,1686,43,150,1164,591,573,8,49,96.7,123.22,894,944,212,1263065,639.46,304.4,67.05,704.7,282.38,23.84,28.78,179,213.29,797.63,213.29,573.99,436.93,408.93,336.32,265.68,1,0
21c31fd5-0f26-4220-bdac-590f0ba9d5ae,2020-12-16.19.46 RisingStocks Private Loss,,2020-12-16 19:46:21,loss,GOALDEN SHOWERS,BOOSTIALITY,807,1,1,3,8,6,2,12.5,1025,148.44,5404,3569,1835,48,164,1524,1041,483,13,43,111.2,81.25,553,1239,258,1295465,567.66,357.06,75.36,673.66,295.75,30.68,24.99,123,270.02,730.07,270.02,648.31,351.67,466.4,323.07,210.6,0,1
21c31fd5-0f26-4220-bdac-590f0ba9d5ae,2020-12-16.19.46 RisingStocks Private Loss,,2020-12-16 19:46:21,win,BOOSTIALITY,GOALDEN SHOWERS,949,2,1,4,6,8,1,33.33,736,149.51,4160,2599,1561,32,138,674,237,437,4,37,112.74,128.42,773,580,98,1185413,669.77,265.71,66.94,693.82,294.13,14.46,24.72,149,243.22,759.19,243.22,758.97,243.44,605.99,248.17,148.26,1,0
ebdf416b-90f0-4d02-85bc-731a6c2fcde0,2020-12-17.20.38 The Pontiac Bandit Private Win,DFH Stadium,2020-12-17 20:38:51,loss,MOTION W LOTION,GOALDEN SHOWERS,837,2,1,3,4,12,4,50,895,154.21,5185,3714,1471,46,132,658,288,370,4,33,120.46,81.09,925,918,116,1359734,617.99,365,92.36,684.6,375.85,14.91,23.27,170,291.51,783.85,291.51,795.85,279.5,641.55,273.91,159.88,0,2
ebdf416b-90f0-4d02-85bc-731a6c2fcde0,2020-12-17.20.38 The Pontiac Bandit Private Win,DFH Stadium,2020-12-17 20:38:51,win,GOALDEN SHOWERS,MOTION W LOTION,993,4,1,1,12,4,2,33.33,812,149.28,4911,2951,1960,38,166,1366,736,630,9,49,96.81,121.26,311,904,174,1284209,642.31,364.33,67.48,727.04,321.74,25.35,21.19,92,217.63,856.49,217.63,736.32,337.82,563.07,302.33,208.72,2,0
6a0aef53-e236-40b4-8651-ca39bdc84fc1,2021-01-27.20.45 David Private Win,Neo Tokyo (Standard),2021-01-27 20:45:34,win,SMUT DADDIES,BRONZEBACK,762,2,0,4,4,7,1,50,760,168.32,4450,3016,1434,42,128,624,313,311,4,26,81.75,133.36,639,1253,85,1218108,583.66,325.17,81.69,699.23,284.15,7.14,22.01,136,222.31,768.22,222.31,735.94,254.58,575.29,284.87,130.37,3,2
6a0aef53-e236-40b4-8651-ca39bdc84fc1,2021-01-27.20.45 David Private Win,Neo Tokyo (Standard),2021-01-27 20:45:34,loss,BRONZEBACK,SMUT DADDIES,669,1,1,2,7,4,2,14.29,1017,152.45,5586,3995,1591,49,141,854,514,340,7,30,123.23,104.68,667,958,186,1355151,526.63,360.22,101.76,635.15,330.68,22.78,19.5,132,301.2,687.41,301.2,644.1,344.52,452.48,333.59,202.54,2,3
d45cb159-f558-4bbf-8b69-28e4040c672d,2021-01-20.20.57 Player Private Loss,Utopia Coliseum (Dusk),2021-01-20 20:57:35,loss,TOXIC BROMANCE,SMUT DADDIES,882,2,2,2,9,4,3,22.22,871,162.66,5153,3976,1177,49,107,1184,896,288,11,26,78.31,211.32,465,998,220,1346615,625.57,386.61,61.14,712.33,329.21,31.77,14.15,97,252.87,820.44,252.87,655.88,417.45,472.22,346.99,254.12,0,2
