replay id,replay title,map,date,result,team name,opposing team name,score,goals,assists,saves,shots,shots conceded,goals conceded,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,total distance,time slow speed,time boost speed,time supersonic speed,time on ground,time low in air,time high in air,time powerslide,count powerslide,time in front of ball,time behind ball,time in front of ball,time defensive half,time offensive half,time defensive third,time neutral third,time offensive third,demos inflicted,demos taken
0dee4e67-69e5-4530-a0ee-a3145fa1d21e,2021-01-15.20.18 Player Private Loss,Neo Tokyo (Standard),2021-01-15 20:18:48,win,BOOSTIALITY,CROSSBAR KINGS,936,2,1,2,6,6,1,33.33,792,147.38,4591,3118,1473,39,129,873,491,382,6,34,124.26,116.17,554,834,122,1242935,678.18,309.51,52.26,742.11,264,33.84,23.67,164,225.41,814.55,225.41,750.31,289.64,589.11,294.43,156.42,2,9
c65922ab-b58a-420c-91cf-908ad6096eb0,2021-01-21.20.03 Player Private Loss,Utopia Coliseum (Dusk),2021-01-21 20:03:51,loss,BIGBOOSTERBRAND,GOALSNEXTDOOR,607,1,1,2,3,5,2,33.33,832,143.59,4664,3217,1447,41,128,1119,731,388,8,35,116.65,105.52,617,906,74,1349222,566.77,382.03,71.16,683.82,318.51,17.64,17.18,130,273.44,746.51,273.44,642.86,377.09,462,346.39,211.58,1,1
c65922ab-b58a-420c-91cf-908ad6096eb0,2021-01-21.20.03 Player Private Loss,Utopia Coliseum (Dusk),2021-01-21 20:03:51,win,GOALSNEXTDOOR,BIGBOOSTERBRAND,722,2,1,2,5,3,1,40,826,170.43,4649,3645,1004,47,92,878,626,252,9,23,48.26,237.6,642,1086,249,1309540,622.34,332.18,65.56,724.84,278.19,17.04,16.14,118,324.16,695.92,324.16,696.34,323.73,521.77,319.58,178.7,1,1
701cf257-0498-423d-ad2a-fb7422ef07df,2021-01-28.20.46 RisingStocks Private Loss,Beckwith Park,2021-01-28 20:46:41,loss,MOTION W LOTION,WHAT A PLAY,700,1,1,2,7,4,2,14.29,953,149.72,5239,3846,1393,48,123,779,348,431,5,36,127.12,95.35,961,964,150,1466855,487.36,447.38,89.17,643.66,358.97,21.27,19.81,150,263.62,760.26,263.62,629.26,394.65,450.87,356.84,216.19,2,2
701cf257-0498-423d-ad2a-fb7422ef07df,2021-01-28.20.46 RisingStocks Private Loss,Beckwith Park,2021-01-28 20:46:41,win,WHAT A PLAY,MOTION W LOTION,974,2,1,5,4,7,1,50,881,148.84,4891,3567,1324,43,110,524,301,223,4,19,115.03,138.18,887,771,96,1264531,615.28,326.76,79.61,715.51,300.66,5.49,17.38,97,283.02,738.62,283.02,784.89,236.76,625.23,271.08,125.34,2,2
9d1566dd-1636-4f4f-87a7-78e98dd04b4e,2020-12-15.22.16 ttvkevinpeta6 Private Win,Mannfield,2020-12-15 22:16:18,loss,BOOM SQUAD,AERIAL AIRHEADS,630,1,1,1,8,3,2,12.5,902,146.82,5091,3846,1245,47,109,1220,780,440,10,39,102.12,173.66,737,885,229,1330120,563.68,371.2,70.53,664.5,328.34,12.58,15.19,90,251.6,753.84,251.6,628.33,377.09,447.9,309.49,248.03,0,1
9d1566dd-1636-4f4f-87a7-78e98dd04b4e,2020-12-15.22.16 ttvkevinpeta6 Private Win,Mannfield,2020-12-15 22:16:18,win,AERIAL AIRHEADS,BOOM SQUAD,825,2,1,4,3,8,1,66.67,690,136.89,3731,2431,1300,30,112,570,269,301,3,25,126.31,109.61,210,625,30,1167729,693.38,278.36,37.2,690.21,299.8,18.93,20.23,70,299.53,709.42,299.53,754.72,254.21,615.27,248.13,145.55,1,0
3f18ae5a-5bf2-43f5-9ac3-c7a401821649,2021-01-04.22.40 Player Private Win,Rivals Arena,2021-01-04 22:40:08,win,BIGBOOSTERBRAND,RIHANNAS TOILET,1252,4,2,4,5,8,1,80,818,135.21,4591,2734,1857,34,154,1019,510,509,6,40,109.72,95.03,414,708,87,1266070,655.04,356,51.49,753.04,294.55,14.95,17.84,137,274.59,787.95,274.59,765.36,297.17,589.18,304.1,169.25,3,1
3f18ae5a-5bf2-43f5-9ac3-c7a401821649,2021-01-04.22.40 Player Private Win,Rivals Arena,2021-01-04 22:40:08,loss,RIHANNAS TOILET,BIGBOOSTERBRAND,626,1,0,1,8,5,4,12.5,845,140.15,4781,3285,1496,39,126,817,331,486,4,37,84.57,145.02,575,649,83,1233584,656.09,339.1,56.87,748.36,284.19,19.51,21.66,132,214.45,837.62,214.45,747.19,304.87,588.25,306.52,157.3,1,3
48a46429-1fe7-495d-8a1f-5e516e01edb4,2021-01-27.21.23 David Private Win,Champions Field,2021-01-27 21:23:34,win,AERIAL AIRHEADS,CROSSBAR KINGS,1325,3,2,7,5,10,2,60,639,164.55,3862,2479,1383,31,118,578,280,298,4,27,99.03,143.76,264,527,131,1185434,731.72,292.31,42.55,737.22,314.69,14.68,16.97,70,221.8,844.79,221.8,836.81,229.78,695.61,255.79,115.19,1,1
48a46429-1fe7-495d-8a1f-5e516e01edb4,2021-01-27.21.23 David Private Win,Champions Field,2021-01-27 21:23:34,loss,CROSSBAR KINGS,AERIAL AIRHEADS,752,2,2,0,10,5,3,20,954,164.11,5536,3874,1662,54,149,1651,1057,594,14,52,89.04,143.99,801,1501,354,1476121,528.44,433.13,103.25,700.75,351.09,12.99,21.03,184,270.17,794.66,270.17,627.09,437.73,442.96,337.57,284.3,1,1
324fb80f-2d39-4271-9f47-3e4b6c418871,2021-01-28.21.57 kevinpeta Private Win,Aquadome,2021-01-28 21:57:33,loss,TOXIC BROMANCE,GOALDEN SHOWERS,1131,2,1,6,9,10,3,22.22,967,146.8,6349,4988,1361,59,120,1185,828,357,12,31,139.07,177.52,503,857,281,1550286,711.3,401.77,95.67,787.88,393,27.86,23.95,139,304.23,904.52,304.23,828.5,380.25,639.73,342.99,226.02,2,1
324fb80f-2d39-4271-9f47-3e4b6c418871,2021-01-28.21.57 kevinpeta Private Win,Aquadome,2021-01-28 21:57:33,win,GOALDEN SHOWERS,TOXIC BROMANCE,1053,3,1,5,10,9,2,30,805,145.24,5428,3637,1791,44,156,878,556,322,6,28,98.52,88.27,317,748,27,1403613,776.82,356.14,69.26,825.93,357.54,18.75,27.77,143,301.49,900.74,301.49,895.55,306.68,707.1,322.32,172.81,1,2
b2774a31-0799-4807-a458-d1c46b361db9,2021-02-03.21.47 kevinpeta Private Loss,Neo Tokyo (Standard),2021-02-03 21:47:15,win,BOOM SQUAD,GOALSNEXTDOOR,978,4,0,2,9,5,1,44.44,810,151.28,5000,3427,1573,43,141,871,442,429,6,38,80.75,86.46,645,832,134,1317442,622.89,365.77,59.97,725.19,307.33,16.12,15,84,226.22,822.41,226.22,742.32,306.32,562.08,314.46,172.08,1,2
b2774a31-0799-4807-a458-d1c46b361db9,2021-02-03.21.47 kevinpeta Private Loss,Neo Tokyo (Standard),2021-02-03 21:47:15,loss,GOALSNEXTDOOR,BOOM SQUAD,560,1,0,3,5,9,4,20,737,153.13,4273,3039,1234,40,113,1179,812,367,10,34,70.2,155.09,396,1004,204,1301803,664.8,336.37,49.47,723.07,310.89,16.7,18.01,121,308.75,741.9,308.75,714.86,335.79,527.64,329.63,193.39,2,1
90cf2e57-cb6f-4802-a7fb-4d71f65d1317,2021-02-11.19.57 Player Private Win,Utopia Coliseum (Dusk),2021-02-11 19:57:51,win,GOALSNEXTDOOR,MOTION W LOTION,1181,4,3,4,6,6,3,66.67,776,154.5,4699,3328,1371,40,116,800,534,266,6,23,97.49,127.73,298,700,70,1289853,698.55,324.24,58.57,713.08,334.47,33.81,15.96,115,299.9,781.45,299.9,818.55,262.81,643.83,280.25,157.28,1,3
90cf2e57-cb6f-4802-a7fb-4d71f65d1317,2021-02-11.19.57 Player Private Win,Utopia Coliseum (Dusk),2021-02-11 19:57:51,loss,MOTION W LOTION,GOALSNEXTDOOR,794,3,1,0,6,6,4,50,970,154.21,5580,4013,1567,47,139,1035,550,485,7,42,131.22,52.08,794,705,148,1390203,605.09,400.55,85.01,735.64,343.84,11.17,29.47,163,267.24,823.41,267.24,688.15,402.51,522.43,327.06,241.17,3,1
2f2443c9-276b-4771-9ae6-1b68d2486693,2021-02-11.20.17 Player Private Loss,Champions Field,2021-02-11 20:17:41,loss,GOALSNEXTDOOR,MOTION W LOTION,959,3,2,3,5,12,8,60,861,148.44,5290,4138,1152,50,104,922,647,275,8,26,92.92,145.42,293,844,104,1475436,779.92,378.15,76.61,806.68,396.43,31.57,15.56,107,363.4,871.28,363.4,821.17,413.51,612.93,381.26,240.49,0,0
2f2443c9-276b-4771-9ae6-1b68d2486693,2021-02-11.20.17 Player Private Loss,Champions Field,2021-02-11 20:17:41,win,MOTION W LOTION,GOALSNEXTDOOR,1566,8,2,2,12,5,3,66.67,898,142.5,6010,4257,1753,53,155,984,521,463,6,41,184.53,65.54,990,1058,77,1484463,722.42,424.22,86.24,804.61,406.85,21.42,22.89,141,280.9,951.97,280.9,867.48,365.41,696.63,336.42,199.83,0,0
57fc0b72-a70a-4550-bf14-dfeee6ea82db,2021-01-15.20.10 Player Private Win,Utopia Coliseum (Dusk),2021-01-15 20:10:48,win,CROSSBAR KINGS,BOOSTIALITY,1236,2,1,6,11,8,1,18.18,961,152.03,7095,4916,2179,61,185,1749,1244,505,15,47,116.43,147.05,1274,1216,266,1855624,655.48,513.13,146.3,839.58,441.04,34.28,19.95,166,332.49,982.42,332.49,834.74,480.18,617.84,406.63,290.44,11,1
57fc0b72-a70a-4550-bf14-dfeee6ea82db,2021-01-15.20.10 Player Private Win,Utopia Coliseum (Dusk),2021-01-15 20:10:48,loss,BOOSTIALITY,CROSSBAR KINGS,1187,1,0,9,8,11,2,12.5,799,159.82,5883,3897,1986,51,173,960,523,437,6,40,133.99,129.42,915,1189,105,1530442,832.73,363.5,88.28,906.21,347.68,30.63,30.01,185,347.86,936.67,347.86,951.89,332.64,774.19,324.46,185.87,1,11
26c59d0b-c1ac-4eff-b9a7-5174c84c30d9,2021-01-15.22.17 Davar Boost Private Win,Utopia Coliseum (Dusk),2021-01-15 22:17:55,win,BANG BROS,BOOM SQUAD,1199,5,2,1,12,2,1,41.67,882,152.98,5048,3417,1631,46,136,1248,762,486,11,36,85.14,150.69,683,1226,344,1356770,609.11,373.05,78.49,710.56,331.47,18.64,16.51,104,227.77,832.89,227.77,693.01,367.64,502.36,335.91,222.38,2,2
26c59d0b-c1ac-4eff-b9a7-5174c84c30d9,2021-01-15.22.17 Davar Boost Private Win,Utopia Coliseum (Dusk),2021-01-15 22:17:55,loss,BOOM SQUAD,BANG BROS,762,1,0,4,2,12,5,50,813,145.71,4292,3049,1243,38,112,260,100,160,1,15,59.93,133.04,695,784,0,1271304,667.86,347.01,45.96,709.78,343.64,7.4,17.87,105,282.28,778.54,282.28,857.45,203.38,694.17,275.53,91.12,2,2
ce391a4c-d968-4c4e-a235-ffa51d3a5a76,2021-01-28.21.48 kevinpeta Private Loss,Aquadome,2021-01-28 21:48:16,win,TOXIC BROMANCE,GOALDEN SHOWERS,800,2,2,2,5,5,1,40,848,143.99,5176,3932,1244,46,111,1092,786,306,9,28,121.78,210.45,603,731,120,1348199,675.67,346.04,66.39,700.07,359.44,28.59,19.69,110,292.34,795.76,292.34,780.39,307.7,622.03,286.65,179.41,1,0
ce391a4c-d968-4c4e-a235-ffa51d3a5a76,2021-01-28.21.48 kevinpeta Private Loss,Aquadome,2021-01-28 21:48:16,loss,GOALDEN SHOWERS,TOXIC BROMANCE,624,1,0,2,5,5,2,20,830,146.53,4890,3341,1549,46,135,1163,687,476,9,41,103.66,110.16,479,1055,194,1347474,655.38,368.28,61.84,765.33,308.82,11.35,31.51,154,267.05,818.44,267.05,716.52,368.97,536.88,317.38,231.24,0,1
b7040cd9-847b-4ae8-beaf-7e02ee716627,2020-12-17.22.36 Player Private Loss,Beckwith Park (Stormy),2020-12-17 22:36:35,loss,GOALSNEXTDOOR,TOXIC BROMANCE,544,0,0,3,1,9,2,0,733,145.54,4030,2733,1297,35,115,858,609,249,7,23,55.06,129.72,289,799,109,1182246,615.1,299.08,51.62,675.2,258.55,32.06,18.17,126,323.24,642.58,323.24,718.39,247.42,570.9,252.28,142.63,1,2
b7040cd9-847b-4ae8-beaf-7e02ee716627,2020-12-17.22.36 Player Private Loss,Beckwith Park (Stormy),2020-12-17 22:36:35,win,TOXIC BROMANCE,GOALSNEXTDOOR,820,2,2,1,9,1,0,22.22,812,172.93,4645,3554,1091,44,93,966,545,421,8,32,73.55,195,654,883,254,1237494,599.39,307.26,64.29,653.47,294.77,22.69,17.55,98,202.33,768.61,202.33,597.98,372.98,434.76,329.64,206.54,2,1
88a8b328-d95e-4951-b125-ccb03c6af7b4,2021-01-20.19.16 Player Private Win,Aquadome,2021-01-20 19:16:32,win,CROSSBAR KINGS,LITTY KITTIES,774,2,0,3,7,4,1,28.57,984,158.96,5559,3920,1639,53,148,1448,981,467,13,41,60.16,131.53,895,1451,321,1389856,525.4,388.2,91.6,681.24,308.41,15.56,17.71,153,252.12,753.09,252.12,654.04,351.17,459.09,337.74,208.38,5,2
88a8b328-d95e-4951-b125-ccb03c6af7b4,2021-01-20.19.16 Player Private Win,Aquadome,2021-01-20 19:16:32,loss,LITTY KITTIES,CROSSBAR KINGS,583,1,0,4,4,7,2,25,743,167.07,3986,2423,1563,33,136,796,570,226,10,21,48,105.44,482,901,432,1219771,641.37,285.54,70.54,685.02,289.93,22.5,21.82,180,239.65,757.8,239.65,801.97,195.48,661.17,227.73,108.56,2,5
86646a20-7b84-4254-a945-746be7768810,2021-01-06.22.14 Player Private Win,Utopia Coliseum (Dusk),2021-01-06 22:14:13,win,RIHANNAS TOILET,WHAT A PLAY,542,1,0,2,6,2,0,16.67,914,134.92,4873,3583,1290,42,107,747,560,187,6,16,142.77,152.54,869,632,38,1176656,584.98,302.82,64.38,665.35,275.96,10.86,24.07,165,243.89,708.29,243.89,738.91,213.28,594.09,253.88,104.19,2,2
86646a20-7b84-4254-a945-746be7768810,2021-01-06.22.14 Player Private Win,Utopia Coliseum (Dusk),2021-01-06 22:14:13,loss,WHAT A PLAY,RIHANNAS TOILET,547,0,0,3,2,6,1,0,952,146.21,5073,3812,1261,43,110,1367,915,452,10,39,131.06,146.11,1085,527,88,1270370,529.61,330.14,92.51,674.05,257.5,20.7,17.45,89,273.54,678.72,273.54,562.3,389.96,392.87,297.69,261.71,2,2
69bb4d63-dba5-47fa-aa13-63c1eaf7bb87,2021-01-13.21.09 David Private Loss,Aquadome,2021-01-13 21:09:07,win,SMUT DADDIES,WHAT A PLAY,1499,6,3,3,8,6,1,75,758,161.23,4959,3461,1498,49,130,968,621,347,9,32,56.01,160.62,364,1402,291,1357487,662.99,369.63,80.6,756.72,333.19,23.32,20.69,157,240.96,872.27,240.96,768.57,344.66,595.96,298.31,218.96,1,0
69bb4d63-dba5-47fa-aa13-63c1eaf7bb87,2021-01-13.21.09 David Private Loss,Aquadome,2021-01-13 21:09:07,loss,WHAT A PLAY,SMUT DADDIES,539,1,0,2,6,8,6,16.67,810,155.14,4901,3643,1258,45,109,892,557,335,6,29,116.14,138.99,979,893,52,1373911,649.25,362.5,99.22,727.71,358.28,24.97,17.67,87,336.72,774.23,336.72,788.52,322.43,647.58,270.98,192.41,0,1
3d668274-c9d4-4d62-a89e-a6be8612b274,2021-01-20.19.59 Player Private Loss,Rivals Arena,2021-01-20 19:59:16,loss,MOTION W LOTION,AERIAL AIRHEADS,529,0,0,3,0,6,2,0,930,164.66,4911,3644,1267,43,115,841,443,398,6,36,100.65,106.42,1062,703,169,1349673,508.85,369.66,97.67,635.57,329.06,11.57,18.7,135,275.09,701.11,275.09,628.95,347.24,448.65,324.97,202.58,1,0
3d668274-c9d4-4d62-a89e-a6be8612b274,2021-01-20.19.59 Player Private Loss,Rivals Arena,2021-01-20 19:59:16,win,AERIAL AIRHEADS,MOTION W LOTION,704,2,1,0,6,0,0,33.33,645,156.82,3588,2464,1124,30,101,710,510,200,7,18,74.26,121.24,118,596,191,1113314,660.45,273.28,38.46,674.57,288.91,8.69,17.31,81,182.6,789.59,182.6,758.44,213.75,612.28,237.48,122.43,0,1
bdfdb0c5-37f4-441a-aa07-3d011f11cf12,2021-01-24.19.14 Player Private Win,Urban Central (Dawn),2021-01-24 19:14:14,win,BRONZEBACK,BOOM SQUAD,1029,3,2,5,7,7,1,42.86,676,156.46,4137,2745,1392,33,121,653,333,320,4,26,60.54,190.92,218,600,69,1181460,727.65,269.99,43.34,703.89,311.65,25.42,25.67,153,189.94,851.02,189.94,797.72,243.26,634.12,280.14,126.72,0,1
bdfdb0c5-37f4-441a-aa07-3d011f11cf12,2021-01-24.19.14 Player Private Win,Urban Central (Dawn),2021-01-24 19:14:14,loss,BOOM SQUAD,BRONZEBACK,576,1,0,3,7,7,3,14.29,822,161.72,4797,3348,1449,46,125,835,530,305,7,27,84.64,146.76,565,1246,187,1350576,624.08,355.24,64.49,710.25,312.54,20.99,17.88,105,289.49,754.3,289.49,761.22,282.57,560.84,324.92,158.03,1,0
c08d700e-fa08-4651-8043-2301e0437969,c08d700e-fa08-4651-8043-2301e0437969,Neo Tokyo (Standard),2021-02-01 20:43:32,loss,BOOM SQUAD,BOOSTIALITY,634,0,0,5,3,13,6,0,838,139.37,4814,3346,1468,42,126,1333,1014,319,11,27,132.82,100.03,751,861,86,1361377,633.75,365.81,80.07,678.7,375.51,25.4,15.22,91,347.7,731.91,347.7,798.28,281.33,627.22,298.99,153.41,2,3
c08d700e-fa08-4651-8043-2301e0437969,c08d700e-fa08-4651-8043-2301e0437969,Neo Tokyo (Standard),2021-02-01 20:43:32,win,BOOSTIALITY,BOOM SQUAD,1237,6,1,3,13,3,0,46.15,785,154.89,4998,3272,1726,46,149,965,528,437,8,40,60.97,131.71,928,1314,291,1220530,739.55,266.37,74.59,777.15,278.91,24.47,26.04,155,173.29,907.22,173.29,723.51,357,562.26,298.82,219.45,3,2
a8cf4947-fded-44cc-986c-c37216d21bf3,2021-02-11.19.49 Player Private Win,Neo Tokyo (Standard),2021-02-11 19:49:35,win,GOALSNEXTDOOR,MOTION W LOTION,1030,3,1,3,9,3,0,33.33,776,160.35,4344,2837,1507,37,132,743,261,482,4,41,65.82,99.67,431,836,141,1307579,602.1,344.21,55.99,653.38,335.43,13.5,12.3,85,265.55,736.76,265.55,574.74,427.56,402.54,347.78,251.98,0,3
a8cf4947-fded-44cc-986c-c37216d21bf3,2021-02-11.19.49 Player Private Win,Neo Tokyo (Standard),2021-02-11 19:49:35,loss,MOTION W LOTION,GOALSNEXTDOOR,816,0,0,5,3,9,3,0,984,151.52,5543,4001,1542,47,136,976,621,355,8,30,139,84.76,766,717,180,1309531,561.99,353.52,95.81,649.28,338.28,23.76,28.98,165,284.81,726.51,284.81,722.84,288.48,572.83,267.93,170.55,3,0
446a09bd-36de-46c2-8051-7c71a7c3c182,2020-12-22.21.45 Ty Private Win,Forbidden Temple,2020-12-22 21:45:11,loss,GOALSNEXTDOOR,LITTY KITTIES,606,1,1,0,7,4,2,14.29,814,144.43,4571,3201,1370,40,119,815,417,398,5,32,99.65,142.28,558,779,102,1292145,592.05,325.72,77.45,667.13,306.03,22.05,13.88,107,289.11,706.1,289.11,674.11,321.1,517.89,268.87,208.44,0,2
446a09bd-36de-46c2-8051-7c71a7c3c182,2020-12-22.21.45 Ty Private Win,Forbidden Temple,2020-12-22 21:45:11,win,LITTY KITTIES,GOALSNEXTDOOR,879,2,2,3,4,7,1,50,785,157.78,4509,3221,1288,37,116,845,567,278,7,26,91.11,161.41,684,458,106,1243906,619.31,299.17,82.59,688.78,295.97,16.31,22.13,174,192.18,808.88,192.18,735.09,265.97,607.9,235.66,157.5,2,0
a6117619-cfab-4dd3-b9ce-7a1fb33174f2,2021-01-05.20.38 David Private Win,Aquadome,2021-01-05 20:38:28,loss,MOTION W LOTION,BANG BROS,871,2,1,3,5,6,3,40,841,152.15,5275,3708,1567,48,138,598,256,342,3,31,97.64,105.74,601,1062,51,1390457,644.32,373.93,78.42,711.18,376.36,9.11,20.11,127,296.96,799.7,296.96,811.18,285.47,654.99,289.91,151.77,0,2
a6117619-cfab-4dd3-b9ce-7a1fb33174f2,2021-01-05.20.38 David Private Win,Aquadome,2021-01-05 20:38:28,win,BANG BROS,MOTION W LOTION,773,3,0,2,6,5,2,50,780,147.05,4794,3216,1578,44,139,656,271,385,4,34,117.88,159.5,880,820,29,1427393,640.33,366.6,96.24,757.81,338.42,6.96,14.72,95,248.52,854.65,248.52,724.04,379.13,547.01,330.44,225.73,2,0
486070e2-3ec3-4159-a50b-dd1407685c3f,2021-02-08.18.40 RisingStocks Private Loss,Aquadome,2021-02-08 18:40:51,win,RIHANNAS TOILET,SMUT DADDIES,1155,3,2,4,6,7,1,50,831,147.49,4642,3048,1594,41,139,976,554,422,6,37,110.96,157.1,818,1096,48,1277239,643.86,326.19,65.18,704.18,310.18,20.85,18.97,140,243.42,791.8,243.42,746.23,289,575.15,305.17,154.91,0,1
486070e2-3ec3-4159-a50b-dd1407685c3f,2021-02-08.18.40 RisingStocks Private Loss,Aquadome,2021-02-08 18:40:51,loss,SMUT DADDIES,RIHANNAS TOILET,839,1,0,4,7,6,3,14.29,796,168.9,4766,3390,1376,45,126,1217,800,417,11,39,67.71,184.12,544,1198,318,1340366,591.38,344.68,102.33,712.93,306.49,18.97,15.07,105,277.25,761.16,277.25,645.49,392.92,491.2,314.87,232.31,1,0
6260f83c-13a4-4936-9ca6-3b9a762d7cf3,2021-01-15.21.26 Davar Boost Private Win,Mannfield (Night),2021-01-15 21:26:50,loss,BIGBOOSTERBRAND,BANG BROS,581,0,0,3,2,9,1,0,889,149.11,4721,3263,1458,39,130,819,447,372,5,34,118.84,108.36,617,668,52,1227005,558.76,328.43,55.81,618.4,302.5,22.1,14.31,122,271.67,671.34,271.67,647.1,295.9,499.67,277.93,165.41,3,1
6260f83c-13a4-4936-9ca6-3b9a762d7cf3,2021-01-15.21.26 Davar Boost Private Win,Mannfield (Night),2021-01-15 21:26:50,win,BANG BROS,BIGBOOSTERBRAND,632,1,1,2,9,2,0,11.11,751,149.75,3804,2476,1328,32,115,859,474,385,7,33,99.75,107.26,412,677,225,1211691,531.92,343.23,61.18,597.47,329.24,9.64,15.36,83,194.96,741.37,194.96,635.61,300.73,481.78,277.14,177.42,1,3
a5175cdd-0a01-444a-bede-b06059f8238a,2021-01-20.21.05 Player Private Loss,Utopia Coliseum (Dusk),2021-01-20 21:05:36,win,SMUT DADDIES,TOXIC BROMANCE,1081,3,2,4,3,6,2,100,666,161.23,4082,2696,1386,37,117,761,513,248,6,23,43.67,137.25,345,1041,87,1206506,676.18,311.26,57.39,696.77,327.33,20.73,27.96,184,256.05,788.77,256.05,835.98,208.84,716.99,218.8,109.04,3,3
a5175cdd-0a01-444a-bede-b06059f8238a,2021-01-20.21.05 Player Private Loss,Utopia Coliseum (Dusk),2021-01-20 21:05:36,loss,TOXIC BROMANCE,SMUT DADDIES,752,2,1,1,6,3,3,33.33,881,167.25,5314,4131,1183,50,102,1273,866,407,12,34,101.41,190.1,557,929,350,1288516,627.78,337.04,80.54,700.02,333.84,11.49,17.1,86,268.22,777.13,268.22,619.91,425.44,455.55,324.26,265.53,3,3
d6ec7689-d767-489f-a1e2-d70361eca4ca,2021-01-11.20.43 Player Private Win,Mannfield,2021-01-11 20:43:39,win,CROSSBAR KINGS,TOXIC BROMANCE,1237,4,2,5,8,7,1,50,941,131.91,5354,3366,1988,43,178,999,354,645,6,59,99.89,82.25,1183,898,243,1428307,536.84,388.2,117.54,720.28,306.29,16.01,19.49,138,231.38,811.2,231.38,648.38,394.21,493.46,307.37,241.77,10,3
d6ec7689-d767-489f-a1e2-d70361eca4ca,2021-01-11.20.43 Player Private Win,Mannfield,2021-01-11 20:43:39,loss,TOXIC BROMANCE,CROSSBAR KINGS,827,1,1,3,7,8,4,14.29,927,142.8,5302,3912,1390,46,113,796,459,337,5,28,92.64,130.37,842,703,40,1268167,636.24,303.41,82.05,663.24,344.62,13.83,24.28,133,311.61,710.09,311.61,744.79,276.91,590.94,270.82,159.93,3,10
14590d58-fbca-41f7-8369-5f45588acf8b,2021-01-19.21.18 Player Private Loss,Champions Field (Day),2021-01-19 21:18:12,loss,AERIAL AIRHEADS,BRONZEBACK,631,1,1,4,2,8,3,50,725,142.77,2987,2165,822,26,71,351,141,210,2,18,65.18,82.59,223,453,63,911156,494.05,223.22,47.06,522.66,231.46,10.23,13.51,70,203.95,560.38,203.95,605.93,158.41,509.92,168.91,85.51,0,0
14590d58-fbca-41f7-8369-5f45588acf8b,2021-01-19.21.18 Player Private Loss,Champions Field (Day),2021-01-19 21:18:12,win,BRONZEBACK,AERIAL AIRHEADS,676,3,1,0,8,2,1,37.5,815,171.55,4321,3152,1169,41,107,835,437,398,5,37,77.35,125.88,417,998,72,1088017,496.92,284.09,65.39,529,275.12,42.26,16.18,96,200.88,645.51,200.88,487.53,358.86,329.91,303.92,212.55,0,0
3c693701-6716-4c29-90ee-01dc036f675d,2021-01-21.19.25 Player Private Win,DFH Stadium (Stormy),2021-01-21 19:25:59,win,CROSSBAR KINGS,GOALSNEXTDOOR,756,2,1,1,6,3,1,33.33,974,165.33,5492,3794,1698,51,150,1555,936,619,12,54,55.29,146.58,718,1362,274,1363384,517.41,389.4,93.65,667.43,322.58,10.45,18.97,166,223.93,776.53,223.93,630.86,369.61,478.04,286.85,235.57,7,1
3c693701-6716-4c29-90ee-01dc036f675d,2021-01-21.19.25 Player Private Win,DFH Stadium (Stormy),2021-01-21 19:25:59,loss,GOALSNEXTDOOR,CROSSBAR KINGS,663,1,1,3,3,6,2,33.33,768,150.97,4461,2837,1624,36,145,891,462,429,7,40,89.18,63.34,505,756,259,1270857,598.05,327.17,56.99,654.93,313.75,13.5,11.6,91,294.65,687.54,294.65,691.41,290.79,553.53,259.4,169.25,1,7
86ad8352-43df-4686-b291-6b0af109aaa6,86ad8352-43df-4686-b291-6b0af109aaa6,Champions Field (Day),2020-12-08 20:19:20,win,BOOSTIALITY,RIHANNAS TOILET,777,2,1,2,8,3,0,25,743,169.58,4081,2647,1434,36,127,936,587,349,8,31,68.51,156.42,668,922,128,1142955,665.91,251.38,60.31,742.93,224.76,9.9,28.97,144,191.43,786.16,191.43,647.21,330.38,484.37,313.92,179.32,0,0
86ad8352-43df-4686-b291-6b0af109aaa6,86ad8352-43df-4686-b291-6b0af109aaa6,Champions Field (Day),2020-12-08 20:19:20,loss,RIHANNAS TOILET,BOOSTIALITY,564,0,0,4,3,8,2,0,909,148.19,4731,3649,1082,43,88,888,660,228,7,20,139.44,184.54,933,526,41,1172511,607.15,301.87,67.25,621.86,342.08,12.35,25.49,169,263.09,713.19,263.09,743.1,233.17,614.54,230.41,131.32,0,0
c0370e4c-7fbc-456f-9ff6-cc166dfb0f3d,2020-12-10.22.40 The Pontiac Bandit Private Loss,Mannfield,2020-12-10 22:40:35,loss,GOALDEN SHOWERS,GOALSNEXTDOOR,638,2,0,1,4,4,3,50,909,127.94,5031,3162,1869,39,159,1060,656,404,8,36,139.23,86.35,609,763,145,1355462,609.49,361.24,82.72,731.26,291.84,30.35,22.13,113,245.57,807.89,245.57,665.31,388.13,499.69,313.91,239.86,1,1
